id,issue_type,status,priority,assignee,timestamps
JIRA-0124,Task,Done,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2026-01-19T22:32:27Z', 'resolved_at': '2026-01-22T03:32:27Z'}]"
JIRA-0125,Story,Done,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-07-20T16:02:16Z', 'resolved_at': '2025-07-21T06:02:16Z'}]"
JIRA-0126,Bug,Resolved,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-01-08T21:13:49Z', 'resolved_at': '2025-01-15T09:13:49Z'}]"
JIRA-0127,Story,Resolved,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2026-01-15T11:45:04Z', 'resolved_at': '2026-01-16T08:45:04Z'}]"
JIRA-0128,Bug,Resolved,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-17T05:34:22Z', 'resolved_at': '2026-01-20T02:34:22Z'}]"
JIRA-0129,Task,Done,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-07-08T23:32:13Z', 'resolved_at': '2025-07-11T02:32:13Z'}]"
JIRA-0130,Task,Done,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-09-25T00:06:08Z', 'resolved_at': '2025-09-27T18:06:08Z'}]"
JIRA-0131,Bug,Resolved,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-07-30T10:14:53Z', 'resolved_at': '2025-08-01T13:14:53Z'}]"
JIRA-0132,Story,Resolved,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-09-03T02:14:24Z', 'resolved_at': '2025-09-03T09:14:24Z'}]"
JIRA-0133,Story,Open,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2026-01-12T02:06:57Z', 'resolved_at': None}]"
JIRA-0134,Task,Resolved,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-08-08T19:28:41Z', 'resolved_at': '2025-08-10T20:28:41Z'}]"
JIRA-0135,Bug,Done,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-08-23T18:40:34Z', 'resolved_at': '2025-08-23T22:40:34Z'}]"
JIRA-0136,Task,Open,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-02-12T08:26:19Z', 'resolved_at': None}]"
JIRA-0137,Story,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-17T06:38:31Z', 'resolved_at': '2026-01-19T08:38:31Z'}]"
JIRA-0138,Bug,Done,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-12-09T02:56:00Z', 'resolved_at': '2025-12-11T09:56:00Z'}]"
JIRA-0139,Task,Resolved,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-07T01:31:03Z', 'resolved_at': '2026-01-08T03:31:03Z'}]"
JIRA-0140,Bug,Open,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-02-11T15:20:44Z', 'resolved_at': None}]"
JIRA-0141,Story,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-03-08T03:53:13Z', 'resolved_at': '2025-03-11T18:53:13Z'}]"
JIRA-0142,Task,Resolved,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-06-25T07:06:47Z', 'resolved_at': '2025-06-28T13:06:47Z'}]"
JIRA-0143,Story,Done,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-11-30T01:58:03Z', 'resolved_at': '2025-12-02T04:58:03Z'}]"
JIRA-0144,Story,Resolved,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-03-19T01:50:52Z', 'resolved_at': '2025-03-20T05:50:52Z'}]"
JIRA-0145,Bug,Done,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-03-05T01:26:38Z', 'resolved_at': '2025-03-05T10:26:38Z'}]"
JIRA-0146,Task,Open,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-01-03T01:52:44Z', 'resolved_at': None}]"
JIRA-0147,Task,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-08-15T05:28:00Z', 'resolved_at': '2025-08-16T13:28:00Z'}]"
JIRA-0148,Task,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-12-19T15:45:26Z', 'resolved_at': '2025-12-21T09:45:26Z'}]"
JIRA-0149,Story,Done,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-06-03T15:37:02Z', 'resolved_at': '2025-06-09T03:37:02Z'}]"
JIRA-0150,Bug,Resolved,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-07-26T07:44:53Z', 'resolved_at': '2025-07-27T13:44:53Z'}]"
JIRA-0151,Story,Open,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-08-27T22:17:59Z', 'resolved_at': None}]"
JIRA-0152,Story,Resolved,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-12-08T02:24:49Z', 'resolved_at': '2025-12-10T09:24:49Z'}]"
JIRA-0153,Task,Resolved,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-07-31T11:02:12Z', 'resolved_at': '2025-08-03T15:02:12Z'}]"
JIRA-0154,Story,Open,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-01-31T23:03:31Z', 'resolved_at': None}]"
JIRA-0155,Story,Resolved,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-01-21T02:09:23Z', 'resolved_at': '2025-01-22T01:09:23Z'}]"
JIRA-0156,Bug,Done,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-01-17T02:43:23Z', 'resolved_at': '2025-01-20T22:43:23Z'}]"
JIRA-0157,Story,Done,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-12-10T11:45:12Z', 'resolved_at': '2025-12-10T23:45:12Z'}]"
JIRA-0158,Task,Resolved,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2026-01-17T22:25:59Z', 'resolved_at': '2026-01-18T21:25:59Z'}]"
JIRA-0159,Task,Done,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-03-23T05:52:59Z', 'resolved_at': '2025-03-24T13:52:59Z'}]"
JIRA-0160,Bug,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-11-08T00:58:15Z', 'resolved_at': '2025-11-09T09:58:15Z'}]"
JIRA-0161,Bug,Done,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-04-01T00:56:06Z', 'resolved_at': '2025-04-03T15:56:06Z'}]"
JIRA-0162,Bug,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-12-25T19:51:47Z', 'resolved_at': '2025-12-31T04:51:47Z'}]"
JIRA-0163,Bug,Done,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-23T04:35:05Z', 'resolved_at': '2026-01-28T21:35:05Z'}]"
JIRA-0164,Bug,Done,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-08-12T17:15:08Z', 'resolved_at': '2025-08-15T13:15:08Z'}]"
JIRA-0165,Task,Resolved,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-07-05T20:49:40Z', 'resolved_at': '2025-07-06T22:49:40Z'}]"
JIRA-0166,Bug,Open,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-11-13T21:29:51Z', 'resolved_at': None}]"
JIRA-0167,Task,Done,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-04-02T05:43:39Z', 'resolved_at': '2025-04-03T05:43:39Z'}]"
JIRA-0168,Task,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-08-01T09:00:34Z', 'resolved_at': '2025-08-06T19:00:34Z'}]"
JIRA-0169,Story,Done,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-04-23T08:19:18Z', 'resolved_at': '2025-04-24T00:19:18Z'}]"
JIRA-0170,Task,Resolved,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-04-17T00:41:59Z', 'resolved_at': '2025-04-18T17:41:59Z'}]"
JIRA-0171,Task,Resolved,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-30T08:54:58Z', 'resolved_at': '2026-02-01T06:54:58Z'}]"
JIRA-0172,Story,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2026-01-16T07:33:27Z', 'resolved_at': '2026-01-18T21:33:27Z'}]"
JIRA-0173,Bug,Done,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-10-20T23:42:18Z', 'resolved_at': '2025-10-23T21:42:18Z'}]"
JIRA-0174,Bug,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-10-25T11:05:38Z', 'resolved_at': '2025-10-28T22:05:38Z'}]"
JIRA-0175,Task,Resolved,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-10-24T02:39:49Z', 'resolved_at': '2025-10-26T15:39:49Z'}]"
JIRA-0176,Task,Open,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-09-15T20:49:47Z', 'resolved_at': None}]"
JIRA-0177,Task,Done,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-12-21T21:45:24Z', 'resolved_at': '2025-12-22T01:45:24Z'}]"
JIRA-0178,Task,Resolved,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-02-28T02:53:58Z', 'resolved_at': '2025-03-06T02:53:58Z'}]"
JIRA-0179,Task,Resolved,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-03-04T09:11:09Z', 'resolved_at': '2025-03-08T21:11:09Z'}]"
JIRA-0180,Story,Resolved,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-15T00:00:01Z', 'resolved_at': '2026-01-18T09:00:01Z'}]"
JIRA-0181,Task,Done,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-08-12T05:07:58Z', 'resolved_at': '2025-08-12T16:07:58Z'}]"
JIRA-0182,Story,Resolved,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-03-20T01:35:26Z', 'resolved_at': '2025-03-20T19:35:26Z'}]"
JIRA-0183,Task,Resolved,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-02-05T17:20:01Z', 'resolved_at': '2025-02-07T22:20:01Z'}]"
JIRA-0184,Task,Done,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-04-24T01:37:03Z', 'resolved_at': '2025-04-25T20:37:03Z'}]"
JIRA-0185,Bug,Resolved,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-05-20T20:30:13Z', 'resolved_at': '2025-05-23T15:30:13Z'}]"
JIRA-0186,Bug,Resolved,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-07-07T01:23:33Z', 'resolved_at': '2025-07-13T08:23:33Z'}]"
JIRA-0187,Story,Done,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-07-17T06:28:50Z', 'resolved_at': '2025-07-18T00:28:50Z'}]"
JIRA-0188,Bug,Resolved,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-12-28T08:56:57Z', 'resolved_at': '2025-12-28T21:56:57Z'}]"
JIRA-0189,Story,Done,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-09-26T09:48:36Z', 'resolved_at': '2025-09-27T07:48:36Z'}]"
JIRA-0190,Task,Resolved,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-12-21T20:02:12Z', 'resolved_at': '2025-12-23T22:02:12Z'}]"
JIRA-0191,Task,Open,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-10-24T05:08:44Z', 'resolved_at': None}]"
JIRA-0192,Task,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-08-18T07:30:00Z', 'resolved_at': '2025-08-19T12:30:00Z'}]"
JIRA-0193,Task,Done,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-02-08T02:15:03Z', 'resolved_at': '2025-02-09T01:15:03Z'}]"
JIRA-0194,Story,Resolved,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-10-01T15:44:19Z', 'resolved_at': '2025-10-02T02:44:19Z'}]"
JIRA-0195,Story,Resolved,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-04-17T05:44:59Z', 'resolved_at': '2025-04-21T01:44:59Z'}]"
JIRA-0196,Story,Open,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-12-09T09:32:23Z', 'resolved_at': None}]"
JIRA-0197,Story,Resolved,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-03-12T00:12:28Z', 'resolved_at': '2025-03-14T01:12:28Z'}]"
JIRA-0198,Task,Open,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-04-13T15:38:13Z', 'resolved_at': None}]"
JIRA-0199,Task,Done,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-07-31T16:16:40Z', 'resolved_at': '2025-08-03T10:16:40Z'}]"
JIRA-0200,Bug,Resolved,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-09-21T02:06:35Z', 'resolved_at': '2025-09-22T04:06:35Z'}]"
JIRA-0201,Story,Resolved,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-06-25T05:45:45Z', 'resolved_at': '2025-06-26T06:45:45Z'}]"
JIRA-0202,Task,Open,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-11-03T11:24:10Z', 'resolved_at': None}]"
JIRA-0203,Story,Open,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-10-14T06:56:04Z', 'resolved_at': None}]"
JIRA-0204,Task,Resolved,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-10-16T12:46:14Z', 'resolved_at': '2025-10-17T13:46:14Z'}]"
JIRA-0205,Story,Resolved,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-09-12T18:28:48Z', 'resolved_at': '2025-09-13T17:28:48Z'}]"
JIRA-0206,Story,Resolved,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-12-27T14:34:26Z', 'resolved_at': '2025-12-28T16:34:26Z'}]"
JIRA-0207,Task,Open,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-02-05T05:19:32Z', 'resolved_at': None}]"
JIRA-0208,Bug,Open,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-07-02T08:59:23Z', 'resolved_at': None}]"
JIRA-0209,Task,Done,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-11-22T13:05:20Z', 'resolved_at': '2025-11-26T04:05:20Z'}]"
JIRA-0210,Task,Open,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2026-01-16T02:05:23Z', 'resolved_at': None}]"
JIRA-0211,Task,Open,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-10-15T19:10:44Z', 'resolved_at': None}]"
JIRA-0212,Story,Resolved,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-10-09T16:57:28Z', 'resolved_at': '2025-10-10T16:57:28Z'}]"
JIRA-0213,Bug,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-11-06T05:51:39Z', 'resolved_at': '2025-11-10T03:51:39Z'}]"
JIRA-0214,Bug,Open,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-06-14T17:56:20Z', 'resolved_at': None}]"
JIRA-0215,Bug,Resolved,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-07-09T04:27:11Z', 'resolved_at': '2025-07-09T12:27:11Z'}]"
JIRA-0216,Bug,Resolved,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-06-10T21:41:35Z', 'resolved_at': '2025-06-11T19:41:35Z'}]"
JIRA-0217,Bug,Resolved,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-01-03T04:51:30Z', 'resolved_at': '2025-01-05T03:51:30Z'}]"
JIRA-0218,Bug,Done,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-05-16T12:51:43Z', 'resolved_at': '2025-05-18T16:51:43Z'}]"
JIRA-0219,Bug,Done,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-07-04T19:21:59Z', 'resolved_at': '2025-07-05T17:21:59Z'}]"
JIRA-0220,Story,Done,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-04-09T10:57:01Z', 'resolved_at': '2025-04-10T13:57:01Z'}]"
JIRA-0221,Story,Resolved,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2026-01-05T21:52:05Z', 'resolved_at': '2026-01-06T15:52:05Z'}]"
JIRA-0222,Story,Open,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2026-01-27T08:14:02Z', 'resolved_at': None}]"
JIRA-0223,Bug,Resolved,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-08-23T06:47:48Z', 'resolved_at': '2025-08-24T00:47:48Z'}]"
JIRA-0224,Story,Resolved,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-11-28T02:18:58Z', 'resolved_at': '2025-11-29T03:18:58Z'}]"
JIRA-0225,Story,Open,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-03-04T18:02:37Z', 'resolved_at': None}]"
JIRA-0226,Story,Open,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-08-02T14:40:11Z', 'resolved_at': None}]"
JIRA-0227,Story,Done,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-09-10T13:53:45Z', 'resolved_at': '2025-09-15T14:53:45Z'}]"
JIRA-0228,Story,Done,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-12-01T03:29:48Z', 'resolved_at': '2025-12-02T03:29:48Z'}]"
JIRA-0229,Bug,Resolved,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-06-17T00:19:13Z', 'resolved_at': '2025-06-22T14:19:13Z'}]"
JIRA-0230,Story,Done,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-12-19T05:49:56Z', 'resolved_at': '2025-12-21T20:49:56Z'}]"
JIRA-0231,Task,Done,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-08-31T17:51:41Z', 'resolved_at': '2025-09-01T18:51:41Z'}]"
JIRA-0232,Bug,Resolved,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-04T08:59:39Z', 'resolved_at': '2026-01-04T14:59:39Z'}]"
JIRA-0233,Story,Done,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-10-17T10:38:27Z', 'resolved_at': '2025-10-18T15:38:27Z'}]"
JIRA-0234,Task,Done,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-09-14T01:02:47Z', 'resolved_at': '2025-09-15T02:02:47Z'}]"
JIRA-0235,Story,Resolved,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-11-25T12:06:51Z', 'resolved_at': '2025-11-26T06:06:51Z'}]"
JIRA-0236,Story,Done,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2026-01-30T02:51:19Z', 'resolved_at': '2026-01-31T17:51:19Z'}]"
JIRA-0237,Task,Done,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-03-26T01:20:12Z', 'resolved_at': '2025-03-28T09:20:12Z'}]"
JIRA-0238,Story,Resolved,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-06-25T15:54:39Z', 'resolved_at': '2025-06-26T20:54:39Z'}]"
JIRA-0239,Bug,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-01-21T09:24:24Z', 'resolved_at': '2025-01-25T05:24:24Z'}]"
JIRA-0240,Bug,Resolved,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-08-28T23:53:31Z', 'resolved_at': '2025-08-31T06:53:31Z'}]"
JIRA-0241,Story,Resolved,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-11-08T07:09:42Z', 'resolved_at': '2025-11-08T13:09:42Z'}]"
JIRA-0242,Task,Resolved,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-03-13T06:29:13Z', 'resolved_at': '2025-03-19T21:29:13Z'}]"
JIRA-0243,Story,Done,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-05-03T06:19:17Z', 'resolved_at': '2025-05-05T17:19:17Z'}]"
JIRA-0244,Bug,Resolved,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-03-07T23:42:50Z', 'resolved_at': '2025-03-08T17:42:50Z'}]"
